gene_id	eligible_untrimmed	eligible_trimmed	gap_untrimmed	gap_trimmed	length_untrimmed	length_trimmed	pis_untrimmed	pis_trimmed	occupancy_untrimmed	occupancy_trimmed	became_eligible	became_excluded	retained_length_fraction	pis_retained_fraction
EOG09263KB4	True	True	0.526797647687784	0.0147849462365591	1247	248	259	99	0.8571428571428571	0.8571428571428571	False	False	0.1988773055332798	0.3822393822393822
EOG09261DRB	True	True	0.587751971954426	0.0310672514619883	2282	456	517	253	0.8571428571428571	0.8571428571428571	False	False	0.1998247151621384	0.4893617021276595
EOG09264DIM	False	True	0.7137423016543896	0.0124481327800829	1183	241	96	94	1.0	1.0	True	False	0.2037193575655114	0.9791666666666666
EOG0926448Q	False	True	0.6463162557212461	0.00431344356578	1042	214	112	105	0.9285714285714286	0.9285714285714286	True	False	0.2053742802303263	0.9375
EOG09262SWJ	False	True	0.7236053180396246	0.0072692793931731	1096	226	125	116	1.0	1.0	True	False	0.2062043795620438	0.928
EOG09265B95	False	True	0.7258762742633711	0.0174379610999329	1023	213	130	112	1.0	1.0	True	False	0.2082111436950146	0.8615384615384616
EOG0926534P	True	True	0.5546251768033946	0.0142857142857142	2525	530	544	160	1.0	1.0	False	False	0.2099009900990099	0.2941176470588235
EOG092643S6	False	True	0.7192177900839318	0.0294719607040523	1651	349	209	197	1.0	1.0	True	False	0.2113870381586917	0.9425837320574164
EOG092610KH	False	True	0.6639818368560463	0.0068812976161218	2846	626	195	194	0.9285714285714286	0.9285714285714286	True	False	0.2199578355586788	0.9948717948717948
EOG092620EL	False	True	0.6525874355882031	0.0148083623693379	2606	574	321	278	1.0	1.0	True	False	0.2202609363008442	0.8660436137071651
EOG09264B74	False	True	0.6936478155990351	0.018008903278025	1599	353	271	224	1.0	1.0	True	False	0.2207629768605378	0.8265682656826568
EOG092644O2	False	True	0.6930883864337102	0.0002903600464576	1112	246	29	29	1.0	1.0	True	False	0.2212230215827338	1.0
EOG09263U08	False	True	0.6196085377734479	0.0359138068635275	1613	358	371	214	1.0	1.0	True	False	0.221946683199008	0.5768194070080862
EOG09262A6N	False	True	0.691276730187236	0.0109890109890109	2313	525	265	229	0.9285714285714286	0.9285714285714286	True	False	0.2269779507133592	0.8641509433962264
EOG09263KDI	False	True	0.7106142265377934	0.0087856306130417	1727	394	138	138	0.9285714285714286	0.9285714285714286	True	False	0.2281412854661262	1.0
EOG09265JNA	False	False	0.5635627530364372	0.0106194690265486	494	113	25	21	0.3571428571428571	0.3571428571428571	False	False	0.228744939271255	0.84
EOG09261N2L	False	True	0.7056615700683497	0.0240491216100972	1947	451	253	240	0.9285714285714286	0.9285714285714286	True	False	0.231638418079096	0.9486166007905138
EOG09264ZDZ	False	True	0.6984680230201832	0.0816882232811436	949	226	140	125	0.9285714285714286	0.9285714285714286	True	False	0.238145416227608	0.8928571428571429
EOG092648U2	False	True	0.6560484658979872	0.2288170282439623	1462	349	170	74	1.0	1.0	True	False	0.2387140902872777	0.4352941176470588
EOG092635SS	False	True	0.6998184500170204	0.0685903500473036	1259	302	166	160	1.0	1.0	True	False	0.2398729150119142	0.963855421686747
EOG09263I4U	False	True	0.6899297423887588	0.0173692427790788	1525	366	231	202	1.0	1.0	True	False	0.24	0.8744588744588745
EOG09262YP5	False	True	0.6859303090072321	0.0637254901960784	1690	408	185	185	0.6428571428571429	0.6428571428571429	True	False	0.2414201183431952	1.0
EOG09263IT0	False	True	0.7024665981500514	0.0486135486135486	1668	407	232	217	1.0	1.0	True	False	0.2440047961630695	0.9353448275862069
EOG09263KVG	False	True	0.699002079002079	0.0148059904697072	1850	452	233	229	0.9285714285714286	0.9285714285714286	True	False	0.2443243243243243	0.9828326180257512
EOG092631MU	False	True	0.6969943871084555	0.0	1578	388	130	126	1.0	1.0	True	False	0.2458808618504436	0.9692307692307692
EOG0926390Q	False	True	0.6607846289894687	0.0254403131115459	1777	438	169	155	1.0	1.0	True	False	0.2464828362408553	0.9171597633136096
EOG09262E3Q	False	True	0.608708384015858	0.0356231778425656	3171	784	744	501	1.0	1.0	True	False	0.2472406181015452	0.6733870967741935
EOG092654KW	True	True	0.5618717891445164	0.0346534653465346	814	202	142	82	0.7857142857142857	0.7857142857142857	False	False	0.2481572481572481	0.5774647887323944
EOG09264V51	False	True	0.6745358090185677	0.0047872340425531	754	188	63	63	0.7142857142857143	0.7142857142857143	True	False	0.2493368700265252	1.0
EOG092630MJ	True	True	0.4989047097480832	0.037025609379821	1826	463	607	273	1.0	1.0	False	False	0.2535596933187294	0.4497528830313015
EOG09260JNY	True	True	0.4850294911526542	0.0424196309682328	2858	751	1117	527	1.0	1.0	False	False	0.2627711686494052	0.4717994628469114
EOG09261Q5L	True	True	0.4437714285714286	0.0098967297762478	1250	332	496	195	1.0	1.0	False	False	0.2656	0.3931451612903225
EOG09263G4R	True	True	0.3571428571428571	0.0504311961004874	1261	381	614	193	1.0	1.0	False	False	0.3021411578112609	0.3143322475570032
EOG09260W8D	True	True	0.443301202209466	0.0155875299760191	1319	417	495	236	1.0	1.0	False	False	0.3161485974222896	0.4767676767676768
EOG09263D2P	True	True	0.4226374988929235	0.0778325123152709	1613	580	577	263	1.0	1.0	False	False	0.3595784252944823	0.4558058925476603
EOG09265SHM	False	False	0.7156426651839496	0.6774498229043684	1962	1155	88	20	0.7857142857142857	0.7857142857142857	False	False	0.5886850152905199	0.2272727272727272
