profile	status	gene_id	old_profile_score	new_profile_score	score_change	old_rank	new_rank	trimming_class	trimming_stability_score	coverage_score	clade_balance_score	alignment_score	information_score	rate_score	bias_penalty	taxon_occupancy	alignment_length	gap_fraction	parsimony_informative_sites	pis_per_length	composition_variability
diverse_rate	added	EOG0926051U	0.6144996015457357	0.7061440887610899	0.09164448721535423	9	4	stable	1.0	0.3150450912345733	0.0	1.944350041186069	1.9656065982678357	-1.897984159832507	-0.481596606659485	1.0	1798	0.0092165898617511	1161	0.6457174638487208	0.0038735047046961
diverse_rate	added	EOG0926420U	0.4634555291698234	0.5132563614635304	0.049800832293706965	41	37	stable	1.0	1.0091886334184408	0.0	0.6296671366340584	0.117194479630293	0.9043024113160144	-0.0309942722707331	1.0	362	0.0023677979479084	158	0.43646408839779	0.0072996241016142
diverse_rate	removed	EOG09260EOI	0.6157578832612834	0.6495518802317726	0.033793996970489126	8	10	signal_preserved	0.9541021227768216	0.2092634302293748	0.0	1.6023174524270212	0.9869624271649724	0.199531705112802	-0.545957080998877	1.0	1543	0.0126840107397463	763	0.4944912508101102	0.0032635988634359
diverse_rate	removed	EOG092603YJ	0.5616680931143151	0.6033063423861841	0.04163824927186899	18	17	stable	1.0	-0.2178850253454518	0.0	1.8595066591301648	0.8952509897487768	0.2425096669066881	-0.6465618394532557	0.9285714285714286	1767	0.0018719254712463	823	0.4657611771363893	0.0033756803713369
information_only	added	EOG09260JNY	1.667473099624198	1.673961440189414	0.0064883405652160775	12	12	extreme	0.2485319945653974	-0.6299150086659269	0.0	-0.3093870288928335	2.023964111203928	-2.466307327990114	0.7682737693070153	1.0	754	0.0422508525956801	530	0.7029177718832891	0.0052014978838881
information_only	removed	EOG09261DG0	1.7084993264462458	1.7061399349118342	-0.002359391534411559	9	9	signal_preserved	0.9664436438497168	-0.751582360256843	0.0	0.419511877855519	1.933191944980596	-2.0488091121886787	0.5846097956763263	1.0	1335	0.028143392188336	858	0.6426966292134831	0.0048640099093357
low_bias	added	EOG092604ML	0.6071384982106778	0.7213087137951985	0.11417021558452067	17	8	signal_preserved	0.9294938917975568	0.3311956381650163	0.0	1.872182263431161	1.7188174963287484	-1.268782730720856	-0.6796340866299404	1.0	1652	0.0037616741611898	1019	0.6168280871670703	0.0033960113657049
low_bias	added	EOG09261HB6	0.5667404064386273	0.616268871938096	0.049528465499468655	25	40	signal_preserved	0.91660777385159	0.8301275298493733	0.0	0.6706497975934236	-0.0076775406048095	0.9334181399124826	-0.5785664969669759	1.0	504	0.0025510204081632	199	0.3948412698412698	0.0048611374666775
low_bias	added	EOG09263UQF	0.4614519933574839	0.5618830907257254	0.10043109736824152	64	67	stable	1.0	0.7531619733677498	0.0	0.4582344306826574	-0.021749008473938	0.8974747034182367	-0.4319367268547469	1.0	406	0.0058057705840957	156	0.3842364532019704	0.0051137373526093
low_bias	added	EOG0926420U	0.433034876350992	0.5531020645093369	0.12006718815834483	84	80	stable	1.0	1.0091886334184408	0.0	0.6296671366340584	0.117194479630293	0.9043024113160144	-0.0309942722707331	1.0	362	0.0023677979479084	158	0.43646408839779	0.0072996241016142
low_bias	removed	EOG092602OP	0.6903049055374298	0.7374461136918166	0.047141208154386716	7	7	stable	1.0	0.2005004996984837	0.0	1.655302211715895	0.680630063137626	0.8122594166791445	-0.6721561649441058	1.0	1585	0.0067598017124831	701	0.4422712933753943	0.0030249095986609
low_bias	removed	EOG09260BSW	0.6661766392937752	0.7141591202173101	0.047982480923534854	8	9	stable	1.0	0.5864118070282779	0.0	1.2924168412071249	-0.266678208843933	0.3201244571246591	-0.8983125528398166	1.0	1089	0.0063623245441427	357	0.3278236914600551	0.0029901710444163
low_bias	removed	EOG09260GF5	0.6622065657275471	0.7083740716275462	0.04616750589999907	9	10	stable	1.0	0.1447265777854665	0.0	1.6532068049335058	0.2429629433783709	0.9331460152173278	-0.6493930814495771	1.0	1619	0.0082061237095208	628	0.3878937615812229	0.002933009290408
low_bias	removed	EOG092603YJ	0.5935482289602481	0.6824436457911313	0.0888954168308832	21	20	stable	1.0	-0.2178850253454518	0.0	1.8595066591301648	0.8952509897487768	0.2425096669066881	-0.6465618394532557	0.9285714285714286	1767	0.0018719254712463	823	0.4657611771363893	0.0033756803713369
occupancy_only	added	EOG09261HB6	0.6215357740422535	0.6269196595871408	0.005383885544887335	16	15	signal_preserved	0.91660777385159	0.8301275298493733	0.0	0.6706497975934236	-0.0076775406048095	0.9334181399124826	-0.5785664969669759	1.0	504	0.0025510204081632	199	0.3948412698412698	0.0048611374666775
occupancy_only	added	EOG092646CB	0.5356518902193109	0.5506256816048315	0.014973791385520574	31	31	stable	1.0	0.7151795451497592	0.0	0.6082713637188265	-0.0663222674051688	0.9889746457333424	-0.4617512024090366	1.0	534	0.0081594435527019	213	0.398876404494382	0.0048219483822966
occupancy_only	removed	EOG092642UD	0.648773279865609	0.6396900883668175	-0.009083191498791443	11	14	stable	1.0	0.8424144119525965	0.0	0.537257327186289	0.6553054746407093	0.0096990993260968	-0.1675681987851776	1.0	404	0.0049504950495049	206	0.5099009900990099	0.0063297447689535
occupancy_only	removed	EOG09264PMA	0.5765504106269022	0.5855195955228168	0.008969184895914695	23	23	signal_preserved	0.9315315315315316	0.7699185984946291	0.0	0.2192869020498299	1.2128299482084963	-1.2527478689554004	0.5467371301630423	1.0	230	0.0046583850931677	146	0.6347826086956522	0.0088793174949822
